,child,parent
1152,n01888181,n01886756
1153,n01883920,n01883513
1154,n01889849,n01889520
1155,n01878335,n01877812
1156,n01876326,n01874434
1157,n01889074,n01886756
1158,n01880152,n01877134
1159,n01879837,n01877134
1160,n01890860,n01889520
1161,n01882125,n01881171
1162,n01881857,n01881171
1163,n01880473,n01880152
1164,n01322898,n02129165
1165,n01322898,n01322685
1166,n01876034,n01874434
1167,n01871875,n01871543
1168,n01875610,n01874928
1169,n01881564,n01881171
1170,n01892385,n01891633
1171,n01883070,n01874434
1172,n01887623,n01886756
1173,n01872772,n01871875
1174,n01874928,n01874434
1175,n01891633,n01889074
1176,n01322983,n02131653
1177,n01322983,n01322685
1178,n01319339,n02399000
1179,n01892145,n01891633
1180,n01879217,n01877812
1181,n01322604,n02084071
1182,n01322604,n01322343
1183,n01861778,n01471682
1184,n01893399,n01891633
1185,n01894522,n01894207
1186,n01887474,n01886756
1187,n10528148,n02472293
1188,n04086273,n03948459
1189,n04507155,n02951843
1190,n04147183,n04128837
1191,n04102037,n04225729
1192,n04555897,n04437953
1193,n04254680,n02778669
1194,n02672831,n03614532
1195,n02672831,n03393324
1196,n02055803,n02055658
1197,n02219486,n02206270
1198,n02317335,n02316707
1199,n01698434,n01696633
1200,n01968897,n01968315
1201,n01639765,n01627424
1202,n11978233,n11669921
1203,n03746005,n02947818
1204,n03301568,n02804252
1205,n03452741,n03928116
1206,n03874965,n04407435
1207,n03642806,n03985232
1208,n13111881,n13104059
1209,n13002433,n11592146
1210,n07745940,n07742704
1211,n05600637,n05225090
1212,n02918964,n04524313
1213,n02863638,n02686568
1214,n03140771,n02866578
1215,n03140771,n02686568
1216,n02686121,n02690373
1217,n03809312,n02690373
1218,n04583620,n02690373
1219,n02690373,n02691156
1220,n02704645,n02691156
1221,n02842573,n02691156
1222,n03215191,n02867715
1223,n04308273,n02867715
1224,n04308273,n04308084
1225,n02867715,n04552348
1226,n02867715,n02691156
1227,n03174079,n02691156
1228,n03577672,n03335030
1229,n03608074,n03335030
1230,n04308397,n04308084
1231,n04308397,n03335030
1232,n03335030,n04552348
1233,n03335030,n02691156
1234,n03490784,n02691156
1235,n03321419,n03595860
1236,n03596543,n03595860
1237,n03604311,n03595860
1238,n04503499,n03595860
1239,n03595860,n02691156
1240,n03783873,n02691156
1241,n03798610,n02691156
1242,n03227505,n04012084
1243,n04012482,n04012084
1244,n04222723,n04012084
1245,n04012084,n02691156
1246,n04062644,n04552348
1247,n04062644,n02691156
1248,n03365231,n04160586
1249,n03373611,n04160586
1250,n04160586,n02691156
1251,n04230487,n02691156
1252,n04389999,n02691156
1253,n02691156,n03510583
1254,n02759387,n03510583
1255,n03245889,n03510583
1256,n03491032,n03439814
1257,n03439814,n03510583
1258,n02965122,n03512147
1259,n04212467,n03512147
1260,n04223066,n03512147
1261,n04232543,n03512147
1262,n03512147,n03510583
1263,n03857156,n03510583
1264,n04552348,n03510583
1265,n04552348,n03764276
1266,n03510583,n02686568
1267,n03621694,n02794972
1268,n02794972,n02692877
1269,n02850950,n02692877
1270,n02692877,n03666917
1271,n03541923,n02782093
1272,n03938951,n03752922
1273,n03752922,n02782093
1274,n04480527,n02782093
1275,n02782093,n03666917
1276,n03666917,n02686568
1277,n04308084,n02686568
1278,n02686568,n03125870
1279,n03547229,n03125870
1280,n03638623,n03125870
1281,n03638180,n04264914
1282,n03697366,n04264914
1283,n04264765,n04264914
1284,n04266014,n04264914
1285,n04304215,n04264914
1286,n04264914,n03125870
1287,n04264914,n04137444
1288,n02792409,n04530566
1289,n02737351,n02858304
1290,n03236423,n02792552
1291,n03545470,n02792552
1292,n03981566,n02792552
1293,n04150273,n02792552
1294,n04577293,n02792552
1295,n02792552,n02858304
1296,n02918455,n02858304
1297,n02947660,n02858304
1298,n02964295,n03329663
1299,n03329663,n02858304
1300,n03344393,n02858304
1301,n03447447,n02858304
1302,n03464628,n02858304
1303,n03468570,n02858304
1304,n03603594,n02858304
1305,n03687820,n02858304
1306,n03696445,n02858304
1307,n03703203,n02858304
1308,n03710079,n02858304
1309,n02932891,n03790230
1310,n03647423,n03790230
1311,n03859170,n03790230
1312,n03552749,n04273569
1313,n04273569,n03790230
1314,n04562122,n03790230
1315,n03790230,n02858304
1316,n03939178,n02858304
1317,n03977592,n02858304
1318,n04024983,n02858304
1319,n03609786,n04095210
1320,n04208760,n04095210
1321,n04208760,n04308807
1322,n04095210,n02858304
1323,n04150371,n02858304
1324,n03662601,n04158807
1325,n04574348,n04158807
1326,n04158807,n02858304
1327,n02843029,n02951358
1328,n03254374,n02951358
1329,n03609235,n02951358
1330,n03861430,n02951358
1331,n02951358,n04244997
1332,n03061345,n04244997
1333,n03105306,n04244997
1334,n04115456,n03199901
1335,n04577139,n03199901
1336,n03199901,n04244997
1337,n03436891,n04244997
1338,n04038231,n04037964
1339,n04038338,n04190997
1340,n04156720,n04190997
1341,n04190997,n04037964
1342,n04037964,n04244997
1343,n04133114,n04229480
1344,n04229480,n04244997
1345,n03602081,n04612504
1346,n04612504,n04244997
1347,n04244997,n02858304
1348,n04308807,n02858304
1349,n04363671,n02858304
1350,n03436772,n04409128
1351,n04409128,n02858304
1352,n04495843,n02858304
1353,n02858304,n04530566
1354,n04476116,n03351262
1355,n03351262,n04530566
1356,n04485750,n03412511
1357,n03412511,n04530566
1358,n03412674,n04530566
1359,n03556811,n04530566
1360,n03900194,n04530566
1361,n02793199,n04128837
1362,n02901377,n04128837
1363,n02901620,n04128837
1364,n03045228,n04128837
1365,n03154316,n04128837
1366,n03186285,n04128837
1367,n03327133,n04128837
1368,n03381565,n04128837
1369,n02968210,n03411339
1370,n03411339,n04128837
1371,n03567788,n04128837
1372,n03612010,n04128837
1373,n04091584,n04128837
1374,n02981792,n04128499
1375,n02982416,n04128499
1376,n04185329,n04128499
1377,n04483307,n04128499
1378,n04128499,n04128837
1379,n04185656,n04147183
1380,n03626658,n04242408
1381,n04037298,n04242408
1382,n04242408,n04128837
1383,n04244847,n04128837
1384,n04291992,n04128837
1385,n04587327,n04128837
1386,n04612373,n04128837
1387,n04128837,n04530566
1388,n02666501,n04194289
1389,n02853336,n04194289
1390,n02784124,n02965300
1391,n02878222,n02965300
1392,n02986348,n02965300
1393,n03095699,n02965300
1394,n03660562,n02965300
1395,n04359034,n03845190
1396,n03845190,n02965300
1397,n02965300,n04194289
1398,n03356038,n04194289
1399,n03426871,n04194289
1400,n03541269,n04194289
1401,n03548533,n04194289
1402,n03556992,n04194289
1403,n03668488,n04194289
1404,n03768823,n04194289
1405,n03769100,n04194289
1406,n03833907,n04194289
1407,n02933750,n03673027
1408,n02965216,n03673027
1409,n03141327,n03673027
1410,n03698604,n03673027
1411,n03673027,n03896103
1412,n03896103,n04194289
1413,n03112605,n03947888
1414,n03947888,n04194289
1415,n04146862,n04194289
1416,n04197110,n04194289
1417,n04224543,n04194289
1418,n04235165,n04194289
1419,n04245412,n04194289
1420,n04215800,n03874138
1421,n04317063,n03874138
1422,n03874138,n04309348
1423,n04469684,n04309348
1424,n04309348,n04194289
1425,n04409011,n04194289
1426,n04427473,n04194289
1427,n04474187,n04194289
1428,n04477725,n04194289
1429,n04487894,n04487724
1430,n04487894,n04194289
1431,n02687172,n04552696
1432,n03236093,n02812201
1433,n03973003,n02812201
1434,n02812201,n04552696
1435,n02956393,n04552696
1436,n03113035,n04552696
1437,n02811618,n03140900
1438,n03466493,n03140900
1439,n03140900,n04552696
1440,n04439039,n03180504
1441,n04457474,n03180504
1442,n03180504,n04552696
1443,n03180732,n04552696
1444,n03466600,n03397266
1445,n03397266,n04552696
1446,n03397412,n04552696
1447,n03465151,n04552696
1448,n03585551,n04552696
1449,n04129490,n03718212
1450,n03718212,n04552696
1451,n04006067,n04552696
1452,n04242587,n04552696
1453,n02755529,n04347754
1454,n02763198,n04347754
1455,n03362771,n04347754
1456,n03811295,n04347754
1457,n04347754,n04348184
1458,n04348184,n04552696
1459,n04363082,n04552696
1460,n04427376,n04552696
1461,n04017807,n04457326
1462,n04457326,n04552696
1463,n04552696,n04194289
1464,n04552696,n03764276
1465,n03316873,n04574471
1466,n04574471,n04194289
1467,n04606251,n04194289
1468,n04194289,n04530566
1469,n04210288,n04530566
1470,n04567746,n04530566
1471,n04610013,n04530566
1472,n04530566,n03125870
1473,n03125870,n04524313
1474,n02937336,n03764276
1475,n03478589,n03764276
1476,n03478589,n04464852
1477,n03549199,n03764276
1478,n03919096,n04170037
1479,n03919096,n03764276
1480,n03930229,n03930087
1481,n03930431,n03930087
1482,n03930087,n03764276
1483,n04062807,n04170037
1484,n04062807,n03764276
1485,n03886053,n04389033
1486,n04389033,n02740533
1487,n04389033,n03764276
1488,n04389033,n04464852
1489,n04399269,n03930630
1490,n04399269,n03764276
1491,n04487724,n03764276
1492,n04566561,n04170037
1493,n04566561,n03764276
1494,n03764276,n04524313
1495,n02693413,n03773504
1496,n02693540,n03773504
1497,n03772674,n03578251
1498,n03578251,n02781338
1499,n02781338,n03773504
1500,n02716626,n03466162
1501,n02929923,n03466162
1502,n03304197,n03466162
1503,n04265668,n03466162
1504,n03718699,n04363210
1505,n04320405,n04363210
1506,n04320405,n03509843
1507,n04363210,n03466162
1508,n03466162,n03773504
1509,n02901901,n03509843
1510,n03509843,n03773504
1511,n04215910,n03773504
1512,n03773504,n04099429
1513,n03773504,n04565375
1514,n03799375,n04099429
1515,n04262530,n04415663
1516,n04415663,n04099429
1517,n04099429,n04524313
1518,n04228422,n04524313
1519,n02860847,n04235291
1520,n02861022,n04235291
1521,n03218198,n04235291
1522,n03695753,n04235291
1523,n04024576,n04235291
1524,n04443433,n04235291
1525,n04235291,n04524313
1526,n04310157,n04524313
1527,n02804515,n02766534
1528,n02766534,n04576211
1529,n02835271,n02834778
1530,n03792782,n02834778
1531,n03853924,n02834778
1532,n04026813,n02834778
1533,n04126066,n02834778
1534,n04524716,n02834778
1535,n02834778,n04576211
1536,n02869563,n04576211
1537,n02775039,n02959942
1538,n02932523,n02959942
1539,n03053976,n02959942
1540,n04322692,n02885108
1541,n02885108,n03393912
1542,n02986066,n03393912
1543,n03056097,n03393912
1544,n03360731,n03393912
1545,n03447593,n03393912
1546,n04070964,n03393912
1547,n04389521,n03393912
1548,n03393912,n02959942
1549,n03465320,n02959942
1550,n03483971,n02959942
1551,n03710294,n02959942
1552,n03200357,n03895866
1553,n03828020,n03895866
1554,n03891664,n03895866
1555,n04020912,n03895866
1556,n04236001,n03895866
1557,n04246855,n03895866
1558,n03895866,n02959942
1559,n04240576,n02959942
1560,n04409279,n02959942
1561,n04520480,n02959942
1562,n02959942,n04576211
1563,n02729222,n03484083
1564,n02797295,n03484083
1565,n03490119,n03484083
1566,n03648431,n03484083
1567,n03897634,n04176068
1568,n04397027,n04176068
1569,n04176068,n03484083
1570,n04204347,n03484083
1571,n03484083,n04576211
1572,n02794474,n02968473
1573,n02907296,n02968473
1574,n02909706,n02968473
1575,n02912557,n02968473
1576,n02931013,n02968473
1577,n02966068,n02968473
1578,n03002555,n02968473
1579,n03009111,n02968473
1580,n03037590,n02968473
1581,n04297098,n03055670
1582,n03055670,n02968473
1583,n03247351,n02968473
1584,n03435991,n02968473
1585,n03436656,n02968473
1586,n03389889,n03474635
1587,n04074876,n03474635
1588,n03474635,n02968473
1589,n03492087,n02968473
1590,n03638014,n02968473
1591,n03989199,n02968473
1592,n04302863,n02968473
1593,n04365112,n02968473
1594,n04474843,n02968473
1595,n04486616,n02968473
1596,n02968473,n03538634
1597,n03009269,n03538634
1598,n03669245,n03538634
1599,n04353573,n03538634
1600,n03538634,n04576211
1601,n03791053,n04576211
1602,n04103364,n04576211
1603,n04149374,n04576211
1604,n02739889,n02740533
1605,n02740061,n02740533
1606,n02740300,n02740533
1607,n02749292,n02740533
1608,n04389718,n02740533
1609,n02740533,n04170037
1610,n02970100,n04170037
1611,n03384352,n04170037
1612,n03025165,n03684823
1613,n03193260,n03193597
1614,n03193423,n03193597
1615,n03193597,n03684823
1616,n03200152,n03684823
1617,n03272562,n03684823
1618,n03585778,n03684823
1619,n03939565,n03684823
1620,n04211219,n03684823
1621,n04310018,n03684823
1622,n04373428,n03684823
1623,n04389854,n03684823
1624,n04465358,n03684823
1625,n03684823,n04170037
1626,n04368695,n02704792
1627,n02704792,n03791235
1628,n02854630,n03791235
1629,n03404012,n02701002
1630,n02701002,n02958343
1631,n04201733,n02814533
1632,n02814533,n02958343
1633,n02924554,n02958343
1634,n02924554,n06605396
1635,n03472937,n02930766
1636,n03769967,n03770085
1637,n03769967,n02930766
1638,n02930766,n02958343
1639,n03079136,n02958343
1640,n03100240,n02958343
1641,n03119396,n02958343
1642,n03881534,n03141065
1643,n03141065,n02958343
1644,n03268790,n02958343
1645,n03421669,n02958343
1646,n03493219,n02958343
1647,n03498781,n02958343
1648,n03539103,n02958343
1649,n03543394,n02958343
1650,n03594945,n02958343
1651,n02831335,n03670208
1652,n03670208,n02958343
1653,n03680512,n02958343
1654,n03770085,n02958343
1655,n03770679,n03896419
1656,n03770679,n02958343
1657,n03777568,n02958343
1658,n03870105,n02958343
1659,n03342961,n04037443
1660,n04322801,n04037443
1661,n04037443,n02958343
1662,n04097373,n02958343
1663,n02907194,n04166281
1664,n04166281,n02958343
1665,n04285008,n02958343
1666,n04285965,n02958343
1667,n04302988,n02958343
1668,n04322924,n02958343
1669,n04347119,n02958343
1670,n04459122,n02958343
1671,n04516354,n02958343
1672,n02958343,n03791235
1673,n03221643,n03791235
1674,n03389761,n03791235
1675,n03444034,n03791235
1676,n03445924,n03791235
1677,n03445924,n03446832
1678,n03506880,n03791235
1679,n03785016,n03769722
1680,n03769722,n03790512
1681,n04466871,n03790512
1682,n03790512,n03791235
1683,n04252225,n03791235
1684,n03256166,n04490091
1685,n03632852,n03345487
1686,n03345487,n04490091
1687,n03417042,n04490091
1688,n03690473,n04490091
1689,n03930630,n04490091
1690,n04263139,n04490091
1691,n04461696,n04490091
1692,n04465666,n04490091
1693,n04388372,n04467665
1694,n04467665,n04490091
1695,n04474035,n04490091
1696,n02871314,n04520170
1697,n03173929,n04520170
1698,n03648667,n04520170
1699,n03764822,n04520170
1700,n03884639,n03796401
1701,n03796401,n04520170
1702,n03896419,n04520170
1703,n03977966,n04520170
1704,n04520170,n04490091
1705,n04490091,n03791235
1706,n03791235,n04170037
1707,n04520382,n02946348
1708,n02946348,n04065272
1709,n03256788,n04065272
1710,n04065272,n04170037
1711,n03538300,n04335435
1712,n04335435,n04170037
1713,n02983507,n04464852
1714,n04250599,n04252077
1715,n04252077,n04464852
1716,n04464852,n04170037
1717,n02712643,n02916179
1718,n02916179,n04465501
1719,n04229007,n04465501
1720,n04465501,n04170037
1721,n04170037,n04576211
1722,n04225987,n04576211
1723,n04225987,n02856463
1724,n02946509,n04467099
1725,n03776460,n04467099
1726,n03776460,n03546340
1727,n04467099,n04576211
1728,n03904433,n04482393
1729,n04482393,n04576211
1730,n04509417,n04576211
1731,n02787120,n04543158
1732,n03217739,n02970849
1733,n04497249,n03255899
1734,n03255899,n02970849
1735,n03235979,n03538406
1736,n03538406,n02970849
1737,n03594010,n02970849
1738,n03599486,n02970849
1739,n03868242,n02970849
1740,n03981924,n02970849
1741,n04560502,n04558059
1742,n04558059,n02970849
1743,n02970849,n04543158
1744,n03027505,n04543158
1745,n03122295,n04543158
1746,n03558841,n04543158
1747,n03690600,n04543158
1748,n03765467,n04543158
1749,n04468847,n04543158
1750,n04543924,n04543158
1751,n04563020,n04543158
1752,n04543158,n04576211
1753,n04543509,n04576211
1754,n04571800,n04576211
1755,n04576211,n04524313
1756,n04576211,n03094503
1757,n04524313,n03100490
1758,n02804414,n02766320
1759,n02970534,n02766320
1760,n03125729,n02766320
1761,n03131574,n02766320
1762,n02766320,n03405725
1763,n03693973,n02831724
1764,n04514648,n02831724
1765,n02831724,n02818832
1766,n02915379,n02818832
1767,n02920083,n02818832
1768,n02920259,n02818832
1769,n03114504,n02818832
1770,n03115762,n02818832
1771,n03166600,n02818832
1772,n03225988,n02818832
